name,province,location,scale,mode,concent,twist,beat_convert,beat_average,0,1,2,3,4,5,6,7,8,9,10,11,12
一寸光阴一寸金,采集贵州,贵阳市·花溪区,五声,徵调,0.3014285714285715,3.331225472453897,0.3952847075210474,1.945945945945946,0.0,0.35135135135135137,0.0,0.21621621621621623,0.0,0.10810810810810811,0.0,0.0,0.13513513513513514,0.0,0.1891891891891892,0.0,0.0
一张桌子四角方,采集贵州,贵阳市·花溪区,五声,徵调,0.29871794871794866,2.7508719596755227,0.7442487823302097,1.5686274509803921,0.05555555555555555,0.16666666666666666,0.0,0.18518518518518517,0.0,0.07407407407407407,0.0,0.0,0.24074074074074073,0.0,0.2777777777777778,0.0,0.0
一张桌子四角方,采集贵州,贵阳市·花溪区,五声,角调,0.42470588235294127,3.007487518673191,0.5952636751685816,1.9130434782608696,0.0,0.2608695652173913,0.0,0.21739130434782608,0.0,0.21739130434782608,0.0,0.0,0.08695652173913043,0.0,0.21739130434782608,0.0,0.0
一打蛤蚂跳下井,采集贵州,贵阳市·花溪区,六声,徵调,0.4424369747899157,3.7135869140999027,0.45258782049894436,1.3444444444444446,0.0,0.1,0.0,0.28888888888888886,0.0,0.06666666666666667,0.1,0.0,0.2,0.0,0.24444444444444444,0.0,0.0
一更月亮不出头,采集贵州,贵阳市·花溪区,五声,商调,0.2869158878504675,2.7828519405688574,0.8543642499572055,1.8305084745762712,0.04838709677419355,0.08064516129032258,0.0,0.22580645161290322,0.0,0.25806451612903225,0.0,0.0,0.22580645161290322,0.0,0.16129032258064516,0.0,0.0
一进贵府一层门,采集贵州,贵阳市·花溪区,五声,徵调,0.41368421052631565,3.5453890588537225,0.43966478313344337,2.3132530120481927,0.0,0.3373493975903614,0.0,0.27710843373493976,0.0,0.03614457831325301,0.0,0.0,0.14457831325301204,0.0,0.20481927710843373,0.0,0.0
一进门来把手招,采集贵州,贵阳市·花溪区,五声,羽调,0.3630952380952378,3.3382923328252083,0.6947155948915119,1.6504854368932038,0.02830188679245283,0.2169811320754717,0.0,0.2358490566037736,0.0,0.2358490566037736,0.0,0.0,0.0,0.0,0.2830188679245283,0.0,0.0
不学桂花一时香,采集贵州,贵阳市·花溪区,五声,徵调,0.34090909090909083,3.0598417510021845,0.8209220690651828,2.0,0.0,0.21739130434782608,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.30434782608695654,0.0,0.0
主家龙门起得高,采集贵州,贵阳市·花溪区,五声,徵调,0.4715189873417726,4.220360469774681,0.40466035140596607,1.4285714285714286,0.0,0.29464285714285715,0.0,0.15178571428571427,0.0,0.0625,0.0,0.0,0.23214285714285715,0.0,0.25892857142857145,0.0,0.0
二人相合一百年,采集贵州,水城县,五声,徵调,0.5571729957805913,3.7124641301251686,0.7431107196553328,2.4615384615384617,0.057971014492753624,0.07246376811594203,0.0,0.36231884057971014,0.0,0.028985507246376812,0.0,0.0,0.18840579710144928,0.0,0.2898550724637681,0.0,0.0
倒杯凉水打口干,采集贵州,都匀市,六声,徵调,0.55177304964539,3.453573495858718,0.6714239980706567,2.0869565217391304,0.02127659574468085,0.1702127659574468,0.0,0.23404255319148937,0.0,0.02127659574468085,0.0425531914893617,0.0,0.2765957446808511,0.0,0.23404255319148937,0.0,0.0
先请坐来慢转身,采集贵州,贵阳市·花溪区,六声,商调,0.38965517241379327,2.8048487695765276,0.4760952285695233,1.3043478260869565,0.0,0.17391304347826086,0.0,0.30434782608695654,0.0,0.08695652173913043,0.10869565217391304,0.0,0.17391304347826086,0.0,0.15217391304347827,0.0,0.0
凉风绕绕天要干,采集贵州,赤水县,五声,羽调,0.5784482758620692,3.5221559267855245,0.9051016735969625,2.5652173913043477,0.0,0.17391304347826086,0.0,0.2826086956521739,0.0,0.30434782608695654,0.0,0.0,0.043478260869565216,0.0,0.1956521739130435,0.0,0.0
半路正撞情哥哥,采集贵州,石阡县,五声,徵调,0.3450617283950616,3.293843777728212,0.9392619275107174,2.9285714285714284,0.0,0.23214285714285715,0.0,0.23214285714285715,0.0,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0,0.25,0.0,0.0
听妹唱的好歌声,采集贵州,独山县,五声,徵调,0.6563636363636363,3.3846661725494442,0.7126096406869612,2.2857142857142856,0.0,0.2653061224489796,0.0,0.2653061224489796,0.0,0.0,0.0,0.0,0.32653061224489793,0.0,0.14285714285714285,0.0,0.0
哥不嫌弃哥来挨,采集贵州,丹寨县,五声,徵调,0.3763157894736843,3.182015411115864,1.1592466210725452,3.391304347826087,0.0,0.2608695652173913,0.0,0.21739130434782608,0.0,0.13043478260869565,0.0,0.0,0.13043478260869565,0.0,0.2608695652173913,0.0,0.0
大山砍柴不用刀,采集贵州,石阡县,五声,徵调,0.4654545454545456,2.3189038271338633,0.8053551631271202,2.5454545454545454,0.0,0.18181818181818182,0.0,0.20454545454545456,0.0,0.1590909090909091,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.0,0.0
大田栽秧,采集贵州,石阡县,五声,羽调,0.4624999999999999,3.7658115434904915,0.8102528588600343,2.923076923076923,0.018867924528301886,0.3018867924528302,0.0,0.18867924528301888,0.0,0.2830188679245283,0.0,0.0,0.0,0.0,0.20754716981132076,0.0,0.0
大路不弯小路弯,采集贵州,贵阳市·乌当区,五声,徵调,0.6583333333333334,3.5713240666136388,0.8037271028271331,1.9019607843137254,0.0,0.19607843137254902,0.0,0.43137254901960786,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.2549019607843137,0.0,0.0
