name,province,location,scale,mode,concent,twist,beat_convert,beat_average,0,1,2,3,4,5,6,7,8,9,10,11,12
瞅你两回,山西省,河曲县,六声,宫调,0.5593059936908517,4.473366944419997,0.6283659363778402,2.0253164556962027,0.0,0.43037974683544306,0.0,0.1962025316455696,0.0,0.006329113924050633,0.0189873417721519,0.0,0.3227848101265823,0.0,0.02531645569620253,0.0,0.0
哥哥的苦,山西省,静乐县,五声,徵调,0.36,3.1572395699050864,0.594571799701264,3.0476190476190474,0.0,0.19047619047619047,0.0,0.19047619047619047,0.0,0.3333333333333333,0.0,0.0,0.19047619047619047,0.0,0.09523809523809523,0.0,0.0
白蛾蛾落在哥哥怀,山西省,河曲县,五声,徵调,0.40322580645161277,2.3334767321131187,0.8338540040078958,2.2857142857142856,0.0,0.17857142857142858,0.0,0.17857142857142858,0.0,0.17857142857142858,0.0,0.0,0.2857142857142857,0.0,0.17857142857142858,0.0,0.0
隔墙的哥哥难捞探,山西省,宁武县,五声,商调,0.35217391304347834,2.823768437735364,0.6905446052586696,2.4827586206896552,0.0,0.1724137931034483,0.0,0.3103448275862069,0.0,0.2413793103448276,0.0,0.0,0.13793103448275862,0.0,0.13793103448275862,0.0,0.0
想情人,山西省,河曲县,六声,徵调,0.5245901639344261,3.36139936716221,0.8904879280484379,1.8823529411764706,0.0,0.058823529411764705,0.0,0.2647058823529412,0.0,0.11764705882352941,0.0,0.0,0.14705882352941177,0.0,0.35294117647058826,0.0,0.058823529411764705
黑夜里想你吹不灭个灯,山西省,宁武县,,徵调,0.15806451612903227,3.148898185778574,0.5307902422332196,2.56,0.0,0.16,0.0,0.24,0.0,0.08,0.04,0.04,0.24,0.0,0.16,0.0,0.04
只要妹妹你实心心想,山西省,河曲县,五声,徵调,0.5580645161290321,3.215077430485544,0.6842965137643184,2.064516129032258,0.0,0.12903225806451613,0.0,0.3548387096774194,0.0,0.0967741935483871,0.0,0.0,0.22580645161290322,0.0,0.1935483870967742,0.0,0.0
看亲亲,山西省,兴县,五声,徵调,0.22258064516129034,3.049648340732786,0.6555055301063448,2.6666666666666665,0.0,0.16666666666666666,0.0,0.20833333333333334,0.0,0.3333333333333333,0.0,0.0,0.125,0.0,0.16666666666666666,0.0,0.0
相亲相爱好到头,山西省,河曲县,五声,羽调,0.45,2.1557609435646734,0.5728219618694799,3.2,0.0,0.2,0.0,0.0,0.0,0.35,0.0,0.0,0.2,0.0,0.25,0.0,0.0
马里头挑马不一般高,山西省,离石县,五声,商调,0.5129032258064516,2.649180647673667,0.5990715472712754,2.782608695652174,0.0,0.13043478260869565,0.0,0.30434782608695654,0.0,0.17391304347826086,0.0,0.0,0.17391304347826086,0.0,0.21739130434782608,0.0,0.0
不见你的面,山西省,繁峙县,五声,商调,0.42741935483870946,2.761856149671087,0.8603687436210128,1.9393939393939394,0.0,0.12121212121212122,0.0,0.24242424242424243,0.0,0.21212121212121213,0.0,0.0,0.30303030303030304,0.0,0.12121212121212122,0.0,0.0
珊瑚河挡住你折回来,山西省,河曲县,五声,徵调,0.6098360655737703,3.1296490353990594,0.6874999999999999,2.4615384615384617,0.0,0.07692307692307693,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.34615384615384615,0.0,0.11538461538461539,0.0,0.0
活得不和人一样,山西省,河曲县,五声,徵调,0.39032258064516134,3.141189754448213,0.6373774391990982,2.6666666666666665,0.0,0.125,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.375,0.0,0.3333333333333333,0.0,0.0
传不死鬼媒人死完了,山西省,河曲县,五声,徵调,0.5096774193548388,3.2890929411233745,0.8125,2.56,0.07407407407407407,0.037037037037037035,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.25925925925925924,0.0,0.2962962962962963,0.0,0.0
人家红火咱作难,山西省,河曲县,五声,徵调,0.3967213114754098,3.088686526016516,0.7322109071162487,2.4615384615384617,0.0,0.19230769230769232,0.0,0.19230769230769232,0.0,0.07692307692307693,0.0,0.0,0.3076923076923077,0.0,0.23076923076923078,0.0,0.0
挖苦菜,山西省,平鲁县,五声,宫调,0.4548387096774194,2.4224366097470895,0.6296700524878089,2.909090909090909,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.36363636363636365,0.0,0.18181818181818182,0.0,0.0
卖胰子,山西省,兴县,五声,徵调,0.2887096774193548,3.2369731140906284,0.7335434121440939,2.56,0.0,0.36,0.0,0.08,0.0,0.08,0.0,0.0,0.2,0.0,0.28,0.0,0.0
打发我的哥哥当兵走,山西省,宁武县,五声,徵调,0.27903225806451615,3.1720162728801964,0.8620696390083576,2.1333333333333333,0.0,0.23333333333333334,0.0,0.2,0.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0
白布衫衫一崭新,山西省,保德县,五声,商调,0.3466666666666667,3.046583766673502,0.6510208329999895,2.3703703703703702,0.0,0.2222222222222222,0.0,0.25925925925925924,0.0,0.07407407407407407,0.0,0.0,0.18518518518518517,0.0,0.25925925925925924,0.0,0.0
想妈妈,山西省,宁武县,清乐,徵调,0.32741935483870965,1.9789904310177093,0.7098635432250343,1.8285714285714285,0.0,0.08571428571428572,0.0,0.11428571428571428,0.0,0.2,0.02857142857142857,0.0,0.3142857142857143,0.0,0.17142857142857143,0.0,0.08571428571428572
